X,Y,Z,formation
253.50,55.44,223.55,fault2
105.39,72.83,398.84,fault2
405.17,-69.23,22.54,fault2
195.62,-85.29,279.26,fault2
309.24,-33.05,149.68,fault2
256.59,23.68,219.45,fault2
179.47,-249.74,300.67,fault2
405.15,-9.29,22.57,fault2
302.17,-93.24,159.04,fault2
327.59,-69.40,125.35,fault2
243.11,-282.41,216.32,fault2
437.01,-99.76,-19.67,fault2
281.85,-41.49,185.97,fault2
77.68,51.63,435.57,fault2
217.94,-144.97,249.68,fault2
377.98,-54.29,58.58,fault2
69.71,75.13,446.13,fault2
85.91,-84.49,424.67,fault2
190.65,-135.67,285.85,fault2
151.39,-222.83,337.89,fault2
243.10,-241.22,216.33,fault2
70.09,-160.44,445.64,fault2
425.79,-190.83,-4.79,fault2
363.39,-94.92,77.91,fault2
373.69,8.55,64.26,fault2
401.61,-302.96,27.26,fault2
318.27,-6.87,137.70,fault2
436.94,-39.05,-19.57,fault2
256.59,18.21,219.45,fault2
263.59,-59.08,210.18,fault2
197.94,-15.39,276.19,fault2
243.11,-292.19,216.32,fault2
170.32,46.43,312.79,fault2
179.48,-267.56,300.65,fault2
243.11,-1.77,216.32,fault2
198.03,19.97,276.07,fault2
151.90,-165.57,337.20,fault2
243.09,-54.14,216.35,fault2
259.61,-232.60,215.45,fault2
242.16,-10.58,217.58,fault2
259.37,-179.37,215.77,fault2
198.02,-249.93,276.08,fault2
392.47,-294.06,39.37,fault2
308.98,37.63,150.02,fault2
327.16,-85.34,125.93,fault2
262.58,-223.60,211.51,fault2
373.31,-38.69,64.75,fault2
336.69,64.17,113.30,fault2
421.12,-84.50,1.39,fault2
392.63,45.47,39.16,fault2
152.30,-7.20,336.67,fault2
281.22,-294.28,186.81,fault2
235.00,-250.15,227.08,fault2
216.52,-267.75,251.57,fault2
308.96,-303.12,150.05,fault2
64.73,-54.31,452.74,fault2
410.17,-174.71,15.91,fault2
243.09,-171.16,216.35,fault2
235.00,-15.40,227.06,fault2
263.16,-41.69,210.75,fault2
410.49,-144.60,15.48,fault2
364.67,-267.51,76.22,fault2
243.09,-50.90,216.35,fault2
253.60,-50.36,223.41,fault2
118.27,-21.28,381.78,fault2
362.81,-15.58,78.68,fault2
256.58,73.15,219.47,fault2
336.81,-43.83,113.14,fault2
246.04,-147.88,212.44,fault2
261.91,-170.51,212.40,fault2
234.96,-147.68,227.12,fault2
327.47,-267.49,125.52,fault2
402.76,35.78,25.73,fault2
317.46,-186.99,138.78,fault2
336.74,-276.37,113.23,fault2
121.31,-198.70,377.75,fault2
103.23,-190.26,401.71,fault2
256.47,-197.62,219.61,fault2
142.54,72.98,349.61,fault2
327.26,-213.71,125.79,fault2
128.62,-172.13,368.06,fault2
336.58,-7.41,113.45,fault2
259.61,-232.40,215.45,fault2
151.61,-44.45,337.58,fault2
246.21,-26.87,212.21,fault2
256.57,-246.81,219.49,fault2
309.76,-67.60,148.99,fault2
144.12,-15.29,347.51,fault2
216.68,-197.38,251.35,fault2
373.95,-276.41,63.91,fault2
246.31,-79.30,212.08,fault2
258.44,-120.21,217.01,fault2
327.47,-16.12,125.51,fault2
222.50,-111.42,243.63,fault2
345.58,-73.00,101.52,fault2
309.00,19.90,149.99,fault2
78.87,66.83,433.99,fault2
290.38,-249.97,174.67,fault2
290.72,-15.24,174.22,fault2
270.45,-162.16,201.08,fault2
389.46,-84.81,43.36,fault2
383.37,-267.63,51.42,fault2
442.63,36.48,-27.11,fault2
225.77,-223.75,239.30,fault2
188.75,-240.94,288.36,fault2
64.70,-145.27,452.77,fault2
394.63,-69.24,36.50,fault2
246.15,-205.74,212.29,fault2
127.52,-144.26,369.52,fault2
299.74,46.54,162.27,fault2
133.11,45.61,362.11,fault2
443.45,-295.02,-28.20,fault2
243.11,2.34,216.32,fault2
141.17,-195.12,351.42,fault2
185.32,-94.02,292.91,fault2
179.54,-303.11,300.57,fault2
235.00,-267.80,227.07,fault2
234.87,-68.38,227.24,fault2
198.04,37.68,276.06,fault2
288.66,-161.86,176.95,fault2
410.54,-84.50,15.41,fault2
355.42,-185.01,88.47,fault2
383.50,-249.79,51.25,fault2
161.09,37.49,325.02,fault2
243.09,-46.45,216.35,fault2
117.86,-53.52,382.32,fault2
161.17,19.68,324.91,fault2
437.08,-251.62,-19.76,fault2
243.09,-185.12,216.35,fault2
308.67,-214.19,150.43,fault2
402.12,-249.85,26.58,fault2
114.22,-276.46,387.15,fault2
114.66,9.34,386.56,fault2
161.06,73.09,325.06,fault2
276.84,-118.84,192.62,fault2
318.58,-59.50,137.30,fault2
95.12,45.74,412.46,fault2
241.97,-166.33,217.84,fault2
96.05,-294.67,411.23,fault2
243.10,-128.06,216.33,fault2
258.44,-124.46,217.01,fault2
86.13,-23.54,424.38,fault2
330.58,-112.55,121.39,fault2
281.26,46.58,186.76,fault2
365.37,-194.80,75.28,fault2
123.98,-303.12,374.21,fault2
385.54,-198.14,48.55,fault2
346.04,-267.47,100.91,fault2
355.42,-64.84,88.47,fault2
85.85,-114.80,424.75,fault2
112.34,-100.02,389.64,fault2
170.41,10.86,312.68,fault2
308.37,-196.41,150.82,fault2
420.12,8.14,2.72,fault2
241.98,-143.08,217.82,fault2
282.36,-58.88,185.30,fault2
64.37,36.50,453.21,fault2
112.45,-69.19,389.49,fault2
179.58,19.84,300.52,fault2
172.80,-117.02,309.51,fault2
235.02,37.71,227.05,fault2
405.21,-159.19,22.48,fault2
246.31,-75.69,212.08,fault2
246.19,-257.05,212.24,fault2
246.19,-306.44,212.23,fault2
243.09,-50.52,216.35,fault2
151.78,64.07,337.36,fault2
243.08,-95.56,216.35,fault2
243.11,-286.13,216.32,fault2
64.70,-84.65,452.77,fault2
256.58,-312.00,219.47,fault2
81.17,-190.91,430.95,fault2
70.21,-8.50,445.47,fault2
389.21,-143.75,43.69,fault2
69.99,-99.76,445.76,fault2
234.97,-215.01,227.11,fault2
382.99,72.88,51.94,fault2
246.19,-260.79,212.24,fault2
133.60,-69.77,361.46,fault2
256.57,-246.81,219.49,fault2
